guid,listing_id,url,title,price_original,currency,price_kes,price_tier,price_tier_encoded,price_delta,relative_price_ratio,category,category_encoded,category_popularity,subcategory,subcategory_encoded,location,location_type,location_type_encoded,domain,domain_encoded,domain_popularity,description,seller_name,image_count,has_images,image_rich,title_length,title_word_count,has_description,description_length,timestamp,crawl_source,crawl_source_encoded,first_seen,days_listed,days_since_posting,freshness_score,is_weekend,hour_of_day,day_of_week,month,quarter,season,season_encoded,currency_encoded
-mCAb1kaTCKLbWqtPIbNk7A2,JIJI-46ABDCFCF466,https://jiji.co.za/property-warehouse-65---industrial-area-mCAb1kaTCKLbWqtPIbNk7A2,Warehouse 65 - Industrial Area,21488610.0,ZAR,167611158.0,luxury,2,0.0,23.26,Property,5,18.0,Commercial,12,Major City,other_area,2,jiji.co.za,3,0.65,Top quality item at fair price. No time wasters please. View in Major City.,Trust Dealer Kenya,3,1,0,30,5,1,75,2023-02-11 05:11:29,hybrid,1,2023-02-11 05:11:29,0,672,0.042735042735042736,1,5,5,2,1,Summer,2,4
-m7ojqoV3kBdNtVVuoPUqn2o,JIJI-94003FD7D603,https://jiji.co.ug/electronics-gaming-pc---rtx-4060---like-new-m7ojqoV3kBdNtVVuoPUqn2o,Gaming PC - RTX 4060 - Like New,277980.0,UGX,21682.44,economy,1,0.0,1.25,Electronics,1,22.0,Mobile Phones,29,Major City,other_area,2,jiji.co.ug,2,0.25,Genuine electronics item in excellent condition. Located in Major City. Serious buyers only.,Jumia Seller,2,1,0,31,8,1,92,2024-04-26 17:54:17,hybrid,1,2024-04-26 17:54:17,0,231,0.1149425287356322,0,17,4,4,2,Autumn,0,3
-mBxhhQVRoXYuSb8kiR21VII,JIJI-1F198A05C875,https://jiji.co.ke/electronics-smart-watch-huawei---fitness-tracker-mBxhhQVRoXYuSb8kiR21VII,Smart Watch Huawei - Fitness Tracker,62910.0,KES,62910.0,mid_range,3,0.0,3.62,Electronics,1,22.0,TVs,35,Parklands,other_area,2,jiji.co.ke,0,1.0,Genuine electronics item in excellent condition. Located in Parklands. Serious buyers only.,Nairobi Deals,5,1,1,36,6,1,91,2022-12-22 20:21:21,common_crawl,0,2022-12-22 20:21:21,0,722,0.0398936170212766,0,20,3,12,4,Summer,2,0
-m0H5DghrCJjw8X24kriwPw4,JIJI-CEB99868DCC7,https://jiji.co.za/property-warehouse-75---industrial-area-m0H5DghrCJjw8X24kriwPw4,Warehouse 75 - Industrial Area,20232400.0,ZAR,157812720.0,luxury,2,0.0,21.9,Property,5,18.0,Houses,21,Major City,other_area,2,jiji.co.za,3,0.65,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Trust Dealer Kenya,8,1,1,30,5,1,85,2023-06-28 05:28:51,common_crawl,0,2023-06-28 05:28:51,0,535,0.05309734513274337,0,5,2,6,2,Winter,3,4
-mtlpqlbMaUn977AdBbAOppj,JIJI-89D3BAB403CE,https://jiji.com.ng/vehicles-toyota-elite-2023---like-new-mtlpqlbMaUn977AdBbAOppj,Toyota Elite 2023 - Like New,4078650.0,NGN,346685.25,mid_range,3,0.0,0.98,Vehicles,7,25.0,Spare Parts,34,Major City,other_area,2,jiji.com.ng,4,0.85,Genuine vehicles item in excellent condition. Located in Major City. Serious buyers only.,Best Price Kenya,4,1,1,28,6,1,89,2023-05-09 20:38:57,wayback,2,2023-05-09 20:38:57,0,584,0.048859934853420196,0,20,1,5,2,Autumn,0,1
-mnJONJSOuEIDIOgUASlhR1i,JIJI-29E831750A41,https://jiji.co.ke/vehicles-honda-standard-grey---well-maintained-mnJONJSOuEIDIOgUASlhR1i,Honda Standard Grey - Well Maintained,6855200.0,KES,6855200.0,luxury,2,846915.7845212226,19.36,Vehicles,7,25.0,Motorcycles,30,Eldoret,major_city,1,jiji.co.ke,0,1.0,Price negotiable. Call or WhatsApp for more details. Delivery available within Eldoret.,Trust Dealer Kenya,3,1,0,37,6,1,87,2022-10-12 15:37:46,common_crawl,0,2022-10-12 15:37:46,0,793,0.03645200486026731,0,15,2,10,4,Spring,1,0
-mIWs1zcEEFKGx1GEsoZM6U3,JIJI-24774F62113A,https://jiji.com.ng/property-holiday-home-2br---beach-access-mIWs1zcEEFKGx1GEsoZM6U3,Holiday Home 2BR - Beach Access,83094370.0,NGN,7063021.45,luxury,2,0.0,0.98,Property,5,18.0,Land,25,Major City,other_area,2,jiji.com.ng,4,0.85,Top quality item at fair price. No time wasters please. View in Major City.,Kilimall Vendor,1,1,0,31,6,1,75,2023-12-31 04:43:26,hybrid,1,2023-12-31 04:43:26,0,349,0.079155672823219,1,4,6,12,4,Summer,2,1
-mDvBoYdZ5Nh46V3gwlOsuFA,JIJI-0C44FCC489C1,https://jiji.co.za/electronics-apple-tablet-10-gen---like-new-mDvBoYdZ5Nh46V3gwlOsuFA,Apple Tablet 10 Gen - Like New,236050.0,ZAR,1841190.0,premium,4,0.0,106.0,Electronics,1,22.0,Mobile Phones,29,Major City,other_area,2,jiji.co.za,3,0.65,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Jumia Seller,0,0,0,30,7,1,90,2022-02-06 07:05:17,wayback,2,2022-02-06 07:05:17,0,1042,0.027985074626865673,1,7,6,2,1,Summer,2,4
-msf8CC8pCmg4KN46CcmY84a,JIJI-E00801F2B678,https://jiji.co.ug/vehicles-mercedes-benz-e-2020---foreign-used-msf8CC8pCmg4KN46CcmY84a,Mercedes-Benz E 2020 - Foreign Used,1449200.0,UGX,113037.6,mid_range,3,0.0,0.32,Vehicles,7,25.0,Spare Parts,34,Major City,other_area,2,jiji.co.ug,2,0.25,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Kisumu Motors,2,1,0,35,6,1,90,2024-03-12 09:19:54,wayback,2,2024-03-12 09:19:54,0,277,0.09771986970684039,0,9,1,3,1,Autumn,0,3
-mkabpbPWk8Gjt1MF7F4T1er,JIJI-66770FFDC0BF,https://jiji.co.ug/electronics-huawei-tablet-9-gen---like-new-mkabpbPWk8Gjt1MF7F4T1er,Huawei Tablet 9 Gen - Like New,34120.0,UGX,2661.36,budget,0,0.0,0.15,Electronics,1,22.0,Audio,2,Major City,other_area,2,jiji.co.ug,2,0.25,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Best Price Kenya,0,0,0,30,7,1,90,2023-03-10 20:46:38,wayback,2,2023-03-10 20:46:38,0,644,0.04451038575667656,0,20,4,3,1,Autumn,0,3
-mtvtjpKIghuEa8lqrj3yRtE,JIJI-08F7A50C6E1B,https://jiji.com.ng/animals-skirt---excellent-mtvtjpKIghuEa8lqrj3yRtE,Skirt - Excellent,250000.0,NGN,21250.0,economy,1,0.0,1.65,Animals,0,2.0,Cats,9,Major City,other_area,2,jiji.com.ng,4,0.85,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Nakuru Properties,4,1,1,17,3,1,85,2022-02-26 14:16:49,hybrid,1,2022-02-26 14:16:49,0,1021,0.028544243577545196,1,14,5,2,1,Summer,2,1
-mJbbNcFDNz2B2olilq7obpf,JIJI-0820B861327E,https://jiji.co.ke/vehicles-honda-basic-silver---well-maintained-mJbbNcFDNz2B2olilq7obpf,Honda Basic Silver - Well Maintained,2050950.0,KES,2050950.0,premium,4,0.0,5.79,Vehicles,7,25.0,Trucks,39,Lavington,other_area,2,jiji.co.ke,0,1.0,Brand new condition. Bought recently but no longer needed. First to see will buy.,Direct Owner,2,1,0,36,6,1,81,2024-05-06 05:11:19,wayback,2,2024-05-06 05:11:19,0,222,0.11904761904761904,0,5,0,5,2,Autumn,0,0
-mDD9LwwaFOma1tKn4rK8ZQc,JIJI-7DF91FBF860B,https://jiji.co.ug/home & garden-skirt---mint-mDD9LwwaFOma1tKn4rK8ZQc,Skirt - Mint,44750.0,UGX,3490.5,budget,0,0.0,0.38,Home & Garden,3,10.0,Garden,19,Major City,other_area,2,jiji.co.ug,2,0.25,Imported item. Still under warranty. Excellent investment opportunity.,Nakuru Properties,2,1,0,12,3,1,70,2023-02-16 01:21:39,common_crawl,0,2023-02-16 01:21:39,0,667,0.0430416068866571,0,1,3,2,1,Summer,2,3
-mXIvm82FOVVe9XYtIES1Vhk,JIJI-E422C6748712,https://jiji.com.ng/electronics-infinix-laptop-32gb-ram---warranty-available-mXIvm82FOVVe9XYtIES1Vhk,Infinix Laptop 32GB RAM - Warranty Available,307900.0,NGN,26171.5,economy,1,0.0,1.51,Electronics,1,22.0,Audio,2,Major City,other_area,2,jiji.com.ng,4,0.85,Top quality item at fair price. No time wasters please. View in Major City.,Jumia Seller,5,1,1,44,7,1,75,2024-05-25 21:38:49,hybrid,1,2024-05-25 21:38:49,0,202,0.12931034482758622,1,21,5,5,2,Autumn,0,1
-mdoqXVf3D0y6X0w8DacBrCp,JIJI-8A0A5592F009,https://jiji.com.ng/property-5br-apartment-ngara---serviced-mdoqXVf3D0y6X0w8DacBrCp,5BR Apartment Ngara - Serviced,72951750.0,NGN,6200898.75,luxury,2,646195.4928064299,0.86,Property,5,18.0,Commercial,12,Major City,other_area,2,jiji.com.ng,4,0.85,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Kenyan Seller,3,1,0,30,5,1,90,2022-05-18 19:55:20,hybrid,1,2022-05-18 19:55:20,0,940,0.030927835051546396,0,19,2,5,2,Autumn,0,1
-mR3ojfKVwq4MQr0yC2CTtwW,JIJI-DB8043D71284,https://jiji.co.ug/property-holiday-home-2br---beach-access-mR3ojfKVwq4MQr0yC2CTtwW,Holiday Home 2BR - Beach Access,67324520.0,UGX,5251312.56,luxury,2,0.0,0.73,Property,5,18.0,Land,25,Major City,other_area,2,jiji.co.ug,2,0.25,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Best Price Kenya,4,1,1,31,6,1,79,2024-09-26 02:00:13,wayback,2,2024-09-26 02:00:13,0,79,0.27522935779816515,0,2,3,9,3,Spring,1,3
-mxy8qPJCJ2KyqfPT7Kw1rdP,JIJI-3444A7C02B74,https://jiji.co.tz/electronics-apple-watch-512gb---like-new-mxy8qPJCJ2KyqfPT7Kw1rdP,Apple Watch 512GB - Like New,350000.0,TZS,18550.0,economy,1,1827.4146276643723,1.07,Electronics,1,22.0,TVs,35,Major City,other_area,2,jiji.co.tz,1,0.35,Genuine electronics item in excellent condition. Located in Major City. Serious buyers only.,Nairobi Deals,2,1,0,28,6,1,92,2023-03-11 06:47:36,common_crawl,0,2023-03-11 06:47:36,0,644,0.04451038575667656,1,6,5,3,1,Autumn,0,2
-mn1uMDJZwtkKVzi4beNiy6D,JIJI-009662518754,https://jiji.com.ng/vehicles-subaru-pro---turbo---full-option-mn1uMDJZwtkKVzi4beNiy6D,Subaru Pro - Turbo - Full Option,1586660.0,NGN,134866.1,mid_range,3,0.0,0.38,Vehicles,7,25.0,Motorcycles,30,Major City,other_area,2,jiji.com.ng,4,0.85,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Premium Items,2,1,0,32,7,1,85,2024-02-20 16:22:41,wayback,2,2024-02-20 16:22:41,0,297,0.09174311926605504,0,16,1,2,1,Summer,2,1
-mzTbkTKU4EnK7vxqDdLQEDL,JIJI-FC9407C4BA2C,https://jiji.co.za/jobs-pants---mint-mzTbkTKU4EnK7vxqDdLQEDL,Pants - Mint,305650.0,ZAR,2384070.0,premium,4,0.0,99.96,Jobs,4,8.0,Driver,15,Major City,other_area,2,jiji.co.za,3,0.65,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Mombasa Trader,3,1,0,12,3,1,90,2022-06-29 06:26:33,wayback,2,2022-06-29 06:26:33,0,899,0.03229278794402583,0,6,2,6,2,Winter,3,4
-mmJ7jdBFewCdxiCeiAIC8OJ,JIJI-91340F388F81,https://jiji.co.za/electronics-lg-camera-elite---professional-grade-mmJ7jdBFewCdxiCeiAIC8OJ,LG Camera Elite - Professional Grade,111370.0,ZAR,868686.0,premium,4,86762.77215959699,50.01,Electronics,1,22.0,Mobile Phones,29,Major City,other_area,2,jiji.co.za,3,0.65,Genuine electronics item in excellent condition. Located in Major City. Serious buyers only.,Kilimall Vendor,3,1,0,36,6,1,92,2022-12-14 18:25:03,common_crawl,0,2022-12-14 18:25:03,0,730,0.03947368421052632,0,18,2,12,4,Summer,2,4
-ml0JDCanmwWxzG7FpF8BWhw,JIJI-9F82B48CB5CD,https://jiji.co.za/electronics-sony-laptop-32gb-ram---warranty-available-ml0JDCanmwWxzG7FpF8BWhw,Sony Laptop 32GB RAM - Warranty Available,131900.0,ZAR,1028820.0,premium,4,31889.195468913393,59.23,Electronics,1,22.0,Audio,2,Major City,other_area,2,jiji.co.za,3,0.65,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Jumia Seller,2,1,0,41,7,1,79,2022-08-08 03:17:04,common_crawl,0,2022-08-08 03:17:04,0,859,0.03374578177727784,0,3,0,8,3,Winter,3,4
-m44Vm5LAKd2ctbAiE9IKz2d,JIJI-1F8152E898A2,https://jiji.com.ng/electronics-huawei-watch-256gb---good-m44Vm5LAKd2ctbAiE9IKz2d,Huawei Watch 256GB - Good,350000.0,NGN,29750.0,economy,1,0.0,1.71,Electronics,1,22.0,Cameras,7,Major City,other_area,2,jiji.com.ng,4,0.85,Brand new condition. Bought recently but no longer needed. First to see will buy.,Nakuru Properties,3,1,0,25,5,1,81,2022-08-31 16:22:20,common_crawl,0,2022-08-31 16:22:20,0,835,0.034682080924855495,0,16,2,8,3,Winter,3,1
-movbnxclGtdI9QWe8FZMEW6,JIJI-D9BBA4104081,https://jiji.com.ng/vehicles-honda-premium-grey---well-maintained-movbnxclGtdI9QWe8FZMEW6,Honda Premium Grey - Well Maintained,3985700.0,NGN,338784.5,mid_range,3,0.0,0.96,Vehicles,7,25.0,Buses,6,Major City,other_area,2,jiji.com.ng,4,0.85,Well maintained buses. Reason for selling: upgrading. All documents available.,Kenyan Seller,4,1,1,36,6,1,78,2022-06-19 00:45:53,wayback,2,2022-06-19 00:45:53,0,909,0.03194888178913738,1,0,6,6,2,Winter,3,1
-mV6XuB27kfLGtpxR7lvwHjm,JIJI-1A7507AC13DE,https://jiji.com.ng/property-holiday-home-3br---beach-access-mV6XuB27kfLGtpxR7lvwHjm,Holiday Home 3BR - Beach Access,71912570.0,NGN,6112568.45,luxury,2,0.0,0.85,Property,5,18.0,Apartments,1,Major City,other_area,2,jiji.com.ng,4,0.85,Brand new condition. Bought recently but no longer needed. First to see will buy.,Trust Dealer Kenya,3,1,0,31,6,1,81,2022-04-16 19:07:40,wayback,2,2022-04-16 19:07:40,0,972,0.029940119760479042,1,19,5,4,2,Autumn,0,1
-m06WXFMIcvfD109lfByrgyu,JIJI-F62F53445024,https://jiji.co.ke/home & garden-skirt---like-new-m06WXFMIcvfD109lfByrgyu,Skirt - Like New,129010.0,KES,129010.0,mid_range,3,0.0,14.21,Home & Garden,3,10.0,Tools,36,Westlands,other_area,2,jiji.co.ke,0,1.0,Brand new condition. Bought recently but no longer needed. First to see will buy.,Kilimall Vendor,3,1,0,16,4,1,81,2024-11-20 10:22:56,hybrid,1,2024-11-20 10:22:56,0,24,0.5555555555555556,0,10,2,11,4,Spring,1,0
-mz5ahucgx5COWnRlZseUbLi,JIJI-1AD0D766D145,https://jiji.co.ug/vehicles-mercedes-benz-a-2022---foreign-used-mz5ahucgx5COWnRlZseUbLi,Mercedes-Benz A 2022 - Foreign Used,1982750.0,UGX,154654.5,mid_range,3,22027.29846114275,0.44,Vehicles,7,25.0,Motorcycles,30,Major City,other_area,2,jiji.co.ug,2,0.25,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Amazon Export,2,1,0,35,6,1,85,2022-05-08 02:52:49,hybrid,1,2022-05-08 02:52:49,0,951,0.030581039755351678,1,2,6,5,2,Autumn,0,3
-mgL1VPCtpRktULhYwvwjeaE,JIJI-57F2CFB553B0,https://jiji.co.tz/home & garden-skirt---excellent-mgL1VPCtpRktULhYwvwjeaE,Skirt - Excellent,27950.0,TZS,1481.35,budget,0,171.69489133931842,0.16,Home & Garden,3,10.0,Decor,13,Major City,other_area,2,jiji.co.tz,1,0.35,Top quality item at fair price. No time wasters please. View in Major City.,Direct Owner,4,1,1,17,3,1,75,2024-11-29 13:38:24,hybrid,1,2024-11-29 13:38:24,0,14,0.6818181818181818,0,13,4,11,4,Spring,1,2
-majQbSCj4QW2HxJiFMqzdN9,JIJI-9E48ED8AC3FA,https://jiji.co.ke/vehicles-nissan-basic---like-new---negotiable-majQbSCj4QW2HxJiFMqzdN9,Nissan Basic - Like New - Negotiable,1150960.0,KES,1150960.0,premium,4,0.0,3.25,Vehicles,7,25.0,Motorcycles,30,Nairobi CBD,capital_city,0,jiji.co.ke,0,1.0,Top quality item at fair price. No time wasters please. View in Nairobi CBD.,Nairobi Deals,4,1,1,36,7,1,76,2023-02-16 10:02:33,hybrid,1,2023-02-16 10:02:33,0,667,0.0430416068866571,0,10,3,2,1,Summer,2,0
-moJXfk5LpRV4ctJqoWRRpS3,JIJI-3F3AABAF7839,https://jiji.co.tz/home & garden-jacket---like-new-moJXfk5LpRV4ctJqoWRRpS3,Jacket - Like New,11350.0,TZS,601.55,budget,0,0.0,0.07,Home & Garden,3,10.0,Tools,36,Major City,other_area,2,jiji.co.tz,1,0.35,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Eldoret Electronics,5,1,1,17,4,1,85,2023-09-18 10:05:08,common_crawl,0,2023-09-18 10:05:08,0,453,0.06211180124223602,0,10,0,9,3,Spring,1,2
-mGIjGcetpN1EcOON7nFu7qA,JIJI-724ECABBD126,https://jiji.com.ng/vehicles-mercedes-benz-a-2024---foreign-used-mGIjGcetpN1EcOON7nFu7qA,Mercedes-Benz A 2024 - Foreign Used,8500000.0,NGN,722500.0,premium,4,19374.945510014248,2.04,Vehicles,7,25.0,Spare Parts,34,Major City,other_area,2,jiji.com.ng,4,0.85,Brand new condition. Bought recently but no longer needed. First to see will buy.,Best Price Kenya,5,1,1,35,6,1,81,2023-04-25 01:11:17,wayback,2,2023-04-25 01:11:17,0,599,0.04769475357710652,0,1,1,4,2,Autumn,0,1
-mwNZFWRQ0fbKrK2eepd1bhy,JIJI-4DFAD9F46CC3,https://jiji.co.tz/vehicles-bmw-x-series---fair---low-mileage-mwNZFWRQ0fbKrK2eepd1bhy,BMW X Series - Fair - Low Mileage,1098430.0,TZS,58216.79,mid_range,3,0.0,0.16,Vehicles,7,25.0,Spare Parts,34,Major City,other_area,2,jiji.co.tz,1,0.35,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Amazon Export,3,1,0,33,8,1,90,2023-11-01 23:25:26,common_crawl,0,2023-11-01 23:25:26,0,408,0.0684931506849315,0,23,2,11,4,Spring,1,2
-mWTFszPIAo97whtCRHL6tT5,JIJI-30EC89AD1020,https://jiji.co.ug/vehicles-volkswagen-premium-german-engineering-mWTFszPIAo97whtCRHL6tT5,Volkswagen Premium German Engineering,2224300.0,UGX,173495.4,mid_range,3,0.0,0.49,Vehicles,7,25.0,Cars,8,Major City,other_area,2,jiji.co.ug,2,0.25,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Amazon Export,1,1,0,37,4,1,90,2024-08-15 20:18:11,wayback,2,2024-08-15 20:18:11,0,120,0.2,0,20,3,8,3,Winter,3,3
-mYahpKRAPrJ2Dnofo2ewU1d,JIJI-B072D44058F8,https://jiji.co.ug/property-warehouse-43---industrial-area-mYahpKRAPrJ2Dnofo2ewU1d,Warehouse 43 - Industrial Area,37463370.0,UGX,2922142.86,premium,4,0.0,0.41,Property,5,18.0,Houses,21,Major City,other_area,2,jiji.co.ug,2,0.25,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Amazon Export,5,1,1,30,5,1,79,2022-06-17 08:29:11,wayback,2,2022-06-17 08:29:11,0,911,0.031880977683315624,0,8,4,6,2,Winter,3,3
-mEMIigyOZ9ZRowfOrJcxdRA,JIJI-2577329AB40F,https://jiji.com.ng/electronics-tecno-camera-pro---professional-grade-mEMIigyOZ9ZRowfOrJcxdRA,Tecno Camera Pro - Professional Grade,136060.0,NGN,11565.1,economy,1,0.0,0.67,Electronics,1,22.0,Mobile Phones,29,Major City,other_area,2,jiji.com.ng,4,0.85,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Kenyan Seller,2,1,0,37,6,1,85,2024-08-23 23:09:45,common_crawl,0,2024-08-23 23:09:45,0,112,0.2112676056338028,0,23,4,8,3,Winter,3,1
-m83eZLNYfculIpS5luSxI3t,JIJI-E8777A4D8F36,https://jiji.co.ke/vehicles-bmw-1-series---good---low-mileage-m83eZLNYfculIpS5luSxI3t,BMW 1 Series - Good - Low Mileage,5098950.0,KES,5098950.0,luxury,2,0.0,14.4,Vehicles,7,25.0,Cars,8,Kajiado County,other_area,2,jiji.co.ke,0,1.0,Well maintained cars. Reason for selling: upgrading. All documents available.,Nakuru Properties,3,1,0,33,8,1,77,2023-09-12 19:54:34,wayback,2,2023-09-12 19:54:34,0,458,0.06147540983606558,0,19,1,9,3,Spring,1,0
-mYCLTXFfFJ2MZ1CeGiLNH3E,JIJI-262F57715057,https://jiji.co.tz/electronics-gaming-pc---rtx-4070---like-new-mYCLTXFfFJ2MZ1CeGiLNH3E,Gaming PC - RTX 4070 - Like New,211790.0,TZS,11224.87,economy,1,0.0,0.65,Electronics,1,22.0,Mobile Phones,29,Major City,other_area,2,jiji.co.tz,1,0.35,Top quality item at fair price. No time wasters please. View in Major City.,Mombasa Trader,3,1,0,31,8,1,75,2024-04-09 11:16:23,hybrid,1,2024-04-09 11:16:23,0,249,0.1075268817204301,0,11,1,4,2,Autumn,0,2
-mHwHkgkF7Gmtpgpf4Jl2Col,JIJI-0603FD81EF03,https://jiji.co.tz/vehicles-honda-premium-grey---well-maintained-mHwHkgkF7Gmtpgpf4Jl2Col,Honda Premium Grey - Well Maintained,1665260.0,TZS,88258.78,mid_range,3,0.0,0.25,Vehicles,7,25.0,Cars,8,Major City,other_area,2,jiji.co.tz,1,0.35,Top quality item at fair price. No time wasters please. View in Major City.,Nakuru Properties,6,1,1,36,6,1,75,2024-08-11 03:58:22,common_crawl,0,2024-08-11 03:58:22,0,125,0.1935483870967742,1,3,6,8,3,Winter,3,2
-mNFrzJgjsZig7jksLHE0Yod,JIJI-0813048AAF4D,https://jiji.co.ug/electronics-samsung-laptop-32gb-ram---warranty-available-mNFrzJgjsZig7jksLHE0Yod,Samsung Laptop 32GB RAM - Warranty Available,93080.0,UGX,7260.24,economy,1,357.89468827761283,0.42,Electronics,1,22.0,Audio,2,Major City,other_area,2,jiji.co.ug,2,0.25,Brand new condition. Bought recently but no longer needed. First to see will buy.,Eldoret Electronics,3,1,0,44,7,1,81,2024-07-16 06:37:06,common_crawl,0,2024-07-16 06:37:06,0,151,0.16574585635359115,0,6,1,7,3,Winter,3,3
-mRhIJIwciuypTxNy342aFL6,JIJI-9733E335B7E8,https://jiji.co.tz/home & garden-shirt---like-new-mRhIJIwciuypTxNy342aFL6,Shirt - Like New,68570.0,TZS,3634.21,budget,0,279.5477288449928,0.4,Home & Garden,3,10.0,Furniture,18,Major City,other_area,2,jiji.co.tz,1,0.35,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Nairobi Deals,3,1,0,16,4,1,79,2022-11-12 02:13:15,wayback,2,2022-11-12 02:13:15,0,763,0.03783102143757881,1,2,5,11,4,Spring,1,2
-mrAU8c1luTNKllfpPLkSgFF,JIJI-E95F24FB5160,https://jiji.co.za/home & garden-jacket---excellent-mrAU8c1luTNKllfpPLkSgFF,Jacket - Excellent,44830.0,ZAR,349674.0,mid_range,3,0.0,38.51,Home & Garden,3,10.0,Kitchen,24,Major City,other_area,2,jiji.co.za,3,0.65,Imported item. Still under warranty. Excellent investment opportunity.,Mombasa Trader,3,1,0,18,3,1,70,2022-05-30 01:45:54,wayback,2,2022-05-30 01:45:54,0,929,0.03128258602711158,0,1,0,5,2,Autumn,0,4
-mOISEzuNLEjAwD4cbifLuSw,JIJI-3A5B15DBE2BE,https://jiji.co.ug/home & garden-jacket---like-new-mOISEzuNLEjAwD4cbifLuSw,Jacket - Like New,180000.0,UGX,14040.0,economy,1,0.0,1.55,Home & Garden,3,10.0,Kitchen,24,Major City,other_area,2,jiji.co.ug,2,0.25,Well maintained kitchen. Reason for selling: upgrading. All documents available.,Kenyan Seller,5,1,1,17,4,1,80,2022-12-16 02:42:17,hybrid,1,2022-12-16 02:42:17,0,729,0.039525691699604744,0,2,4,12,4,Summer,2,3
-mElWsHabqnry5YESX0FEErp,JIJI-80B3B1263657,https://jiji.com.ng/electronics-lg-speaker-system---bluetooth-5.0-mElWsHabqnry5YESX0FEErp,LG Speaker System - Bluetooth 5.0,157590.0,NGN,13395.15,economy,1,0.0,0.77,Electronics,1,22.0,Cameras,7,Major City,other_area,2,jiji.com.ng,4,0.85,Genuine electronics item in excellent condition. Located in Major City. Serious buyers only.,Kenyan Seller,6,1,1,33,6,1,92,2023-05-28 03:52:20,hybrid,1,2023-05-28 03:52:20,0,566,0.050335570469798654,1,3,6,5,2,Autumn,0,1
-mXQYfAnVOyngl0UXrVxrt12,JIJI-4719FFBABC79,https://jiji.co.ug/electronics-huawei-laptop-256gb---like-new-mXQYfAnVOyngl0UXrVxrt12,Huawei Laptop 256GB - Like New,191540.0,UGX,14940.12,economy,1,0.0,0.86,Electronics,1,22.0,TVs,35,Major City,other_area,2,jiji.co.ug,2,0.25,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Jumia Seller,2,1,0,30,6,1,79,2023-09-03 06:02:16,hybrid,1,2023-09-03 06:02:16,0,468,0.06024096385542168,1,6,6,9,3,Spring,1,3
-mNn5w2vMfFtKvaiTuTTPIBx,JIJI-AA9C52A3DE73,https://jiji.co.tz/vehicles-toyota-elite-2022---like-new-mNn5w2vMfFtKvaiTuTTPIBx,Toyota Elite 2022 - Like New,4512040.0,TZS,239138.12,mid_range,3,0.0,0.68,Vehicles,7,25.0,Buses,6,Major City,other_area,2,jiji.co.tz,1,0.35,Genuine vehicles item in excellent condition. Located in Major City. Serious buyers only.,Eldoret Electronics,1,1,0,28,6,1,89,2024-10-16 18:43:25,hybrid,1,2024-10-16 18:43:25,0,58,0.3409090909090909,0,18,2,10,4,Spring,1,2
-mXWoi0qL8stkWwezZsMTiLX,JIJI-489D477BF450,https://jiji.co.ke/fashion-nissan-handbag-genuine-leather-mXWoi0qL8stkWwezZsMTiLX,Nissan Handbag Genuine Leather,73770.0,KES,73770.0,mid_range,3,10863.754001713862,18.16,Fashion,2,12.0,Shoes,33,Mombasa Road,major_city,1,jiji.co.ke,0,1.0,Top quality item at fair price. No time wasters please. View in Mombasa Road.,Amazon Export,6,1,1,30,4,1,77,2022-02-05 23:57:54,wayback,2,2022-02-05 23:57:54,0,1042,0.027985074626865673,1,23,5,2,1,Summer,2,0
-mwVJwmMkJ9HV6PMcr9pT5Jf,JIJI-1F38557A864A,https://jiji.com.ng/home & garden-shirt---excellent-mwVJwmMkJ9HV6PMcr9pT5Jf,Shirt - Excellent,63220.0,NGN,5373.7,economy,1,0.0,0.59,Home & Garden,3,10.0,Tools,36,Major City,other_area,2,jiji.com.ng,4,0.85,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Kilimall Vendor,2,1,0,17,3,1,85,2022-11-12 16:24:25,hybrid,1,2022-11-12 16:24:25,0,762,0.03787878787878788,1,16,5,11,4,Spring,1,1
